guid/image/axis,value
d78f61da-03c8-4f39-b843-f3f93be3da2f/0032/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0032/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0032/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0033/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0033/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0033/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0034/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0034/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0034/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0035/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0035/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0035/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0036/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0036/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0036/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0037/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0037/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0037/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0038/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0038/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0038/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0039/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0039/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0039/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0040/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0040/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0040/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0041/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0041/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0041/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0042/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0042/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0042/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0043/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0043/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0043/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0044/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0044/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0044/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0045/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0045/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0045/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0046/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0046/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0046/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0047/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0047/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0047/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0048/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0048/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0048/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0049/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0049/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0049/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0050/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0050/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0050/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0051/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0051/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0051/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0052/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0052/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0052/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0053/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0053/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0053/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0054/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0054/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0054/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0055/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0055/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0055/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0056/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0056/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0056/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0057/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0057/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0057/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0058/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0058/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0058/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0059/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0059/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0059/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0060/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0060/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0060/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0061/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0061/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0061/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0062/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0062/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0062/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0063/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0063/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0063/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0064/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0064/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0064/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0065/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0065/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0065/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0066/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0066/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0066/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0072/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0072/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0072/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0074/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0074/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0074/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0079/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0079/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0079/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0085/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0085/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0085/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0088/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0088/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0088/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0091/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0091/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0091/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0101/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0101/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0101/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0107/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0107/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0107/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0113/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0113/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0113/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0115/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0115/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0115/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0120/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0120/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0120/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0126/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0126/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0126/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0132/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0132/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0132/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0134/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0134/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0134/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0143/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0143/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0143/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0145/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0145/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0145/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0148/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0148/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0148/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0151/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0151/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0151/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153/y,-0.053295836
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153/z,9.457383
d78f61da-03c8-4f39-b843-f3f93be3da2f/0154/x,-4.018654
d78f61da-03c8-4f39-b843-f3f93be3da2f/0154/y,-0.053295836
